,question,answer
313,101 4567 782 8038 5439 5709 4706 7028 6206 2990 7008 102,101 5439 5709 4706 4638 4568 4307 833 7390 4708 2399 7977 4638 1872 7270 5445 1217 7028 8024 2792 809 877 2785 5439 5709 7262 4638 2642 5442 6206 2137 3309 3466 3389 6228 1213 8024 5439 5709 7262 679 1394 6844 3198 1350 3198 3291 2940 511 102
314,101 1908 1355 2595 8038 7770 7165 6117 4568 102,101 2496 2642 5442 1086 3613 1139 4385 696 1927 3717 1146 6814 1914 5023 2658 1105 3198 8024 1377 5543 1086 3613 1139 4385 7770 7165 6117 4568 511 102
315,101 4567 782 8038 6639 5826 5514 3837 6121 4567 2110 102,101 6639 5826 5514 3297 2382 6224 754 7478 3828 510 704 5401 3828 1469 1298 5401 3828 4638 671 763 2397 3197 4638 4178 2372 510 762 4178 2372 1765 1277 511 2769 1744 738 3300 3315 4567 4638 1355 4495 8024 852 3683 6772 2208 511 6639 5826 5514 1377 5168 1350 1392 702 2399 7977 5299 8024 5445 3297 2382 6224 4638 3221 8113 172 8145 2259 511 1920 1914 3144 2642 5442 794 752 2787 1912 2339 868 8024 2970 6239 1759 1892 8024 2400 3300 6768 2544 4638 4959 1173 2938 839 1380 511 102
316,101 4567 782 8038 5573 3688 5375 1963 2844 4415 1333 1156 102,101 122 510 6905 1278 1671 2137 3309 1908 3389 8024 3175 912 1278 4495 6397 844 3780 4545 3126 3362 510 6444 3146 3780 4545 3175 3428 511 123 510 6905 1278 1671 4500 5790 8024 679 6206 5632 6121 1217 5790 510 1121 5790 510 2940 5790 2772 977 5790 511 679 6206 4010 4500 924 978 1501 2772 5852 1075 1501 511 124 510 3123 3351 2552 2658 8024 6912 1048 679 5679 2658 5328 511 102
317,101 4567 782 8038 7755 5606 4142 2141 7741 2147 3466 3389 102,101 122 510 6117 2382 6226 6858 6814 6117 2382 6226 3466 3389 1377 4802 6371 2642 5442 4638 4635 5301 5528 3221 1415 3300 1872 1914 8024 1161 3171 1071 860 1079 3221 1415 2100 1762 4142 4568 1469 2697 3381 511 123 510 6117 4495 1265 3466 3389 2692 721 1398 6117 2382 6226 3466 3389 511 124 510 1048 4554 2110 3466 3389 2190 2577 4542 5632 6716 1048 4554 4565 4567 2193 5636 4638 7755 5606 4142 2642 5442 8024 1278 4495 1377 5543 6822 6121 1048 4554 2110 3466 3389 3209 4802 2772 2961 7370 6402 3171 511 125 510 3449 3681 6117 3926 2110 3466 3389 2190 2577 4542 3449 3681 2697 3381 2193 5636 4638 7755 5606 4142 2642 5442 8024 1278 4495 2199 833 6822 6121 3449 3681 6117 3926 2110 3466 3389 511 102
318,101 4567 782 8038 7471 2399 677 5501 6823 4999 5491 5848 5367 7650 7608 6444 4415 102,101 2642 5442 1762 4916 3353 6981 1394 3780 4545 4638 1398 3198 8024 2418 2496 3800 7028 7650 7608 6444 4415 8024 1872 1217 5852 1075 4638 3029 1057 8024 2400 1075 2768 5679 1962 4638 7650 7608 739 2679 8024 3300 1164 754 4567 2658 2971 1169 8024 7344 3632 1908 1355 511 102
319,101 4567 782 8038 1044 1921 2595 6228 5381 5606 1207 6162 4568 2190 4568 3780 4545 102,101 122 510 1394 2400 4390 4461 860 4916 6117 4638 3780 4545 711 749 7344 3632 3315 4567 1036 4997 2483 6228 4638 1355 4495 8024 3193 3309 2961 1139 2235 1045 7313 6574 3921 3843 7478 2382 7028 6206 511 2642 1036 4507 754 3766 3300 6241 6427 5543 1213 8024 4706 4413 7448 7588 1469 3162 6228 2518 2518 2990 4850 3300 6228 1216 5543 7397 4809 8024 7444 2797 3318 3780 4545 8024 1963 3300 3173 7831 4638 4390 4461 860 4916 6117 8024 3297 1962 1309 2414 828 2622 8024 1352 4706 1259 2799 122 1453 8024 711 4692 3926 4706 2419 7444 3141 1920 4749 2096 8024 6121 6631 1898 3466 3389 809 2961 7370 6228 5381 5606 5564 4895 511 1963 122 1453 1400 793 679 3211 4692 1168 1139 6117 6956 855 8024 1377 2612 1908 3633 2382 3833 1220 8024 852 6912 1048 1196 4164 4638 860 5509 6817 1220 8024 3680 3299 7390 6402 671 3613 511 1762 5543 4692 3926 4706 2419 4638 3340 816 678 8024 1377 5440 5991 2190 2408 3793 4638 6117 5052 7308 1853 1277 6121 1045 1125 3780 4545 8024 2196 7308 3173 4495 102
320,101 837 3381 2595 8038 5375 6117 2595 6228 4868 5307 4567 1359 102,101 3187 837 3381 2595 511 102
321,101 4567 782 8038 1495 1644 1391 784 720 5790 1962 4638 3297 2571 3297 3300 3126 8043 102,101 1495 1644 3221 782 860 4638 671 4905 924 2844 2595 1353 2198 1220 868 8024 5543 2199 1461 1429 6887 1079 4638 2460 4289 2772 1146 3789 4289 2961 1139 860 1912 8024 738 3221 1461 1429 5143 5320 4565 4567 4638 2382 6224 4568 4307 511 3780 4545 1495 1644 4638 712 6206 5790 4289 1259 2886 8038 122 8024 7252 1495 5790 8038 1495 1644 698 7028 8024 4493 5635 2512 1510 3189 2382 4495 3833 510 828 2622 2642 5442 8024 1377 6980 2658 4500 5790 2829 1169 1495 1644 8024 2382 4500 5790 4289 1259 2886 1381 5401 3763 5705 510 1613 2805 5335 3360 510 1377 2521 1728 510 1908 3175 4491 5770 4275 5023 511 2190 754 4588 7030 6772 1914 2642 5442 8024 1495 1644 3300 1221 754 914 6822 2961 4588 8024 1728 3634 6206 3800 2692 6912 1048 886 4500 2487 3126 3632 1495 5790 8024 7344 3632 2512 1510 4588 3890 2961 1139 511 123 8024 4865 4588 5790 8038 6956 1146 2642 5442 1762 1495 1644 4638 1398 3198 8024 2382 845 3300 1495 4588 6134 4385 8024 6980 2658 1217 4500 102
322,101 4567 782 8038 753 2211 4480 510 712 1220 5549 4480 1469 676 2211 4480 4638 1394 2400 4565 2642 1071 800 3466 3389 102,101 2552 4510 1745 1377 2199 2552 5552 4638 4510 3833 1220 3227 4850 711 5291 677 4638 2989 6381 3289 5296 8024 3300 1221 754 749 6237 2552 5552 4567 1359 2658 1105 1350 6402 3171 2552 2526 1927 2382 511 102
323,101 4567 782 8038 2552 5552 745 1928 3416 2486 2595 5275 5335 4606 1314 2154 2595 102,101 5735 6402 3780 679 2496 8024 7390 4567 2658 6822 2245 8024 1377 5543 1139 4385 2552 5491 3453 3647 510 5554 3410 1853 5023 1914 4905 2400 1355 4568 8024 7360 856 4495 3833 6574 7030 8024 2014 5516 4495 1462 978 2434 511 102
324,101 3780 2689 4372 8038 5541 712 1220 5549 1931 2231 1220 5549 4606 102,101 3257 3187 1920 3416 3315 3144 2945 4777 4955 511 102
325,101 4567 782 8038 1146 4895 2595 4035 3952 4495 3833 5052 4415 102,101 122 510 6226 2137 1394 4415 4638 868 2622 3198 7313 8024 1824 1075 4495 3833 6226 2526 8024 924 6395 1041 6639 4717 4697 8024 1227 6871 6844 2428 8024 1872 2487 860 6574 511 123 510 2190 3300 3255 5543 7397 4809 1469 782 3419 3121 1359 4638 2642 5442 8024 2418 1217 2487 5052 4415 1469 3136 5509 8024 6822 6121 2552 4415 3780 4545 1469 2339 2031 3780 4545 5023 2434 1908 2974 3177 8024 7961 1225 2642 5442 976 6844 2496 4638 1227 1220 510 1346 1217 3152 2031 3833 1220 8024 7961 1225 6822 6121 6844 2496 4638 860 5509 7248 4159 8024 5341 1394 809 677 1377 809 2990 7770 4567 782 2658 5328 8024 7248 4159 1227 1220 5543 1213 8024 914 6822 7608 3617 1469 3121 1587 4717 4697 511 124 510 2157 2431 3189 2382 924 2898 3702 1741 4638 1469 6455 8024 3300 1221 754 2642 5442 5125 4868 2690 2571 1350 2658 5328 4937 2137 511 125 510 2642 5442 679 2139 976 7730 7724 2339 868 510 7770 4958 2339 868 8024 679 2139 7744 5632 6121 6756 8024 809 1048 1355 4495 2692 102
326,101 4567 782 8038 3187 4568 4307 2595 2552 5491 5375 6117 4685 1068 5790 1501 102,101 7350 1385 1276 3360 510 5401 2805 3821 2209 510 3683 5164 3821 2209 510 6789 827 800 3722 510 7350 2805 827 800 3722 510 3249 827 800 3722 510 1305 2805 3249 1164 510 898 6929 3249 1164 510 1824 100 3249 1164 510 7440 5101 3249 1164 510 6564 6929 3249 1164 510 6609 6437 3249 1164 510 3714 3763 1788 510 100 3763 1788 510 3296 5101 3763 1788 510 753 4799 7000 2460 2255 3459 6994 510 1296 4799 7000 2460 2255 3459 6994 510 3710 3714 1765 2398 510 5335 2861 2364 5101 510 1765 2209 4800 100 102
327,101 837 3381 2595 8038 5491 5025 5606 4142 102,101 3187 837 3381 2595 511 102
328,101 4567 782 8038 7478 2382 2697 6468 2644 5543 1762 4636 2564 722 704 5314 2769 5031 1908 511 7716 712 818 8024 2769 6820 2682 7309 671 1368 4638 3221 8024 1008 704 2768 5790 6821 3175 7481 3300 3766 3300 1071 800 4638 5790 2190 5125 4868 1146 6162 4568 3300 3126 3362 1557 8024 2769 4385 1762 1391 4638 3221 4868 6139 2434 8024 3188 948 1317 1383 758 1217 8024 6821 702 5790 3126 3362 2582 720 3416 1557 8043 6468 6468 2644 749 511 102,101 1173 758 1217 722 5102 4638 5790 4289 3300 4660 5513 2128 4868 4638 868 4500 8024 1377 809 1391 8024 2190 2829 6944 3300 1962 1905 511 852 3221 4545 3126 679 6206 2849 1922 1920 2361 3307 511 704 2768 5790 3780 4545 5125 4868 1146 6162 4568 712 6206 3221 794 1265 4588 2128 4868 5440 5991 4638 8024 679 4761 6887 3221 1415 1394 6844 8024 872 1377 809 5440 5991 511 679 6814 6230 2533 100 2829 6944 7309 7579 4638 6237 1104 3175 3428 1377 5543 3291 3300 2692 721 511 102
329,101 4567 782 8038 2207 1036 3118 1333 860 5511 4142 2218 6402 4906 2147 102,101 122 510 2593 2595 1355 868 2772 4568 4307 698 7028 2642 5442 5635 2593 6402 510 1036 4906 2593 6402 2218 6402 511 123 510 4568 4307 6772 6768 2642 1036 1377 5636 1036 4906 510 1461 1429 4906 2218 6402 511 102
330,101 4567 782 8038 3910 5519 1798 5498 4142 860 3419 3466 3389 102,101 122 510 671 5663 3466 3389 6225 2175 2642 5442 4638 5852 1075 4307 2578 510 2692 6399 4307 2578 5023 511 1963 3362 1139 4385 2626 4567 6574 2772 3867 4607 1377 2990 4850 4617 4568 2772 5498 4801 1265 8024 1963 3362 2100 1762 3900 2349 5310 5514 1920 1377 5543 2990 4850 4052 1762 4638 2626 2595 5514 4606 511 123 510 4649 5502 3466 3389 2343 5606 809 1350 1059 6716 4649 5502 510 7945 5606 7942 3381 511 3910 5519 1798 5498 4142 2642 5442 4638 4649 5502 677 1377 2100 1762 3014 2831 2193 5636 4638 2831 4575 511 1398 3198 6820 7444 1068 3800 3221 1415 2100 1762 6055 6033 4582 510 5498 2958 5023 1377 5543 2990 4850 5498 4801 1265 4638 4649 5502 860 2519 511 124 510 5592 6956 3466 3389 3910 5519 1798 5498 4142 2642 5442 1377 5543 833 1139 4385 5498 1920 511 1398 3198 6820 7444 3800 2692 3221 1415 2100 1762 1381 677 5592 4638 1327 4578 510 1353 6663 4578 5023 2990 4850 5519 1718 5310 4767 1469 5519 1718 4142 4638 860 2519 8024 809 1350 3221 1415 102
331,101 4567 782 8038 7965 1498 4617 5790 4289 102,101 3867 4617 2398 4275 510 1921 5698 5770 5540 1718 510 4491 7463 5471 5131 5512 4275 510 3800 2198 4500 4663 7000 2398 7345 7450 5162 510 6760 4919 1728 2094 1366 3302 3988 3890 510 7965 1498 4130 4275 102
332,101 1962 1355 782 5408 8038 4397 4403 4307 7346 5749 687 4562 102,101 3315 4567 1962 1355 754 8113 172 8164 2259 4638 4511 2595 511 102
333,101 4567 782 8038 5815 2533 2595 6228 5381 5606 1207 6162 2600 6835 102,101 2642 5442 3189 2382 7444 6206 3800 2692 4706 6956 924 2844 8024 7344 3632 1912 839 8024 6912 1048 2487 1045 1173 4080 8024 3800 7028 4706 6956 1310 4495 8024 976 1962 4567 2658 4664 3844 8024 1350 3198 6444 3146 3780 4545 3175 3428 511 102
334,101 4567 782 8038 704 7599 1962 1355 2108 5688 102,101 4680 1184 3249 6881 6371 711 1100 2108 7770 1355 8024 1377 5543 680 809 678 1728 5162 3300 1068 8038 122 510 856 3946 1377 886 860 6134 6117 5052 4638 2486 2595 7360 856 8024 1912 1453 7349 1213 1872 1217 8024 6117 1327 1285 7770 8024 6822 5445 2193 5636 5554 6117 5052 4788 6162 1139 6117 8039 2170 1107 1173 4080 1377 886 769 2697 4868 5307 1069 1939 8024 5513 677 5593 4649 6574 4080 5162 1146 3789 1872 1914 8024 886 2207 1220 5549 4570 2908 3119 5367 8024 1912 1453 7349 1213 1872 1217 8024 6117 1327 1285 7770 8024 3211 6430 1355 704 7599 511 123 510 2170 1107 886 6117 3890 704 4638 5275 5335 6028 4635 1333 1419 7030 1872 1217 8024 6117 3890 3849 2428 1872 7770 8024 914 886 6117 3890 704 3410 2094 4638 2501 2768 5445 1355 4567 511 124 510 2170 1107 886 1461 1429 6887 2850 2834 1213 7360 856 8024 2193 5636 3118 3698 5052 1469 5511 6956 2697 3381 8024 2593 2595 4142 4568 6814 4923 833 2471 6629 5114 3416 4801 1265 3157 1779 4788 102
335,101 4567 782 8038 4706 4702 1079 7474 5549 3289 2476 2218 1278 1114 1906 102,101 122 510 2990 1184 7564 5276 2899 1384 8024 2400 3025 2372 6716 819 6395 510 1278 924 1305 510 2218 1278 1305 5023 511 123 510 5735 6818 3309 3300 2218 6402 5307 1325 8024 6435 3025 2372 4685 1068 4567 1325 510 3466 3389 2845 1440 510 1265 7741 1296 5023 511 124 510 2642 5442 1963 3300 1071 2124 1333 1355 4565 4567 8024 7444 3025 2372 4685 1068 4567 1325 511 125 510 6818 3309 5735 3302 4500 5790 4289 3780 4545 1071 800 4565 4567 8024 1377 3025 2372 5790 4665 511 126 510 2128 2961 2157 2247 7373 1398 2218 1278 511 127 510 2642 5442 1377 2990 1184 1114 1906 2682 6206 1486 6418 4638 7309 7579 3926 1296 511 102
336,101 4567 782 8038 3837 4588 2797 3318 3780 4545 102,101 122 510 1147 2458 2961 5555 2170 2595 5555 5514 3300 3921 1394 2697 3381 510 860 3946 7770 510 704 3681 4568 4307 3209 3227 5442 8024 1728 1059 6716 4307 1105 679 1962 8024 679 5543 5447 1358 4567 4131 3926 7370 3318 8024 1377 809 976 2170 2595 5555 5514 1147 2458 2961 5555 511 123 510 4567 4131 3926 7370 3318 8020 122 8021 4567 4131 3926 7370 3318 4638 2797 3318 2900 2519 7755 680 1068 5688 5310 3417 3300 3209 3227 4638 3647 7755 1350 1920 5555 5514 2501 2768 8039 4977 6887 5307 719 679 2689 5442 8039 1296 5283 2595 7755 5310 3417 7767 5579 1079 4916 5555 1327 1213 6814 7770 5442 8039 1296 5283 2595 3998 5606 5310 3417 5307 5790 4289 3780 4545 3126 3362 679 881 8024 1315 2199 1355 2245 711 1059 1068 5688 5310 3417 5442 8039 5550 3393 5310 3417 3300 5550 7767 1358 1327 510 4868 5307 3418 1173 4080 4568 4307 5442 511 8020 123 8021 4567 4131 3926 7370 3318 4638 2797 3318 4881 2555 6395 1394 2400 698 7028 4638 5310 3417 2595 5554 5606 102
337,101 4567 782 8038 5499 6564 6622 1147 4294 5341 1394 2519 2797 3318 3780 4545 102,101 4567 1359 5499 3667 1147 7370 2797 3318 8038 6844 4500 754 1079 4906 3780 4545 3187 3126 2772 2400 1355 5499 3453 7349 510 5499 4600 510 2593 2595 4959 2096 2772 679 5543 2971 1169 4638 1920 7030 1139 6117 5023 511 102
338,101 4567 782 8038 100 6001 4567 2218 1278 1114 1906 102,101 122 510 2990 1184 7564 5276 2899 1384 8024 2400 3025 2372 6716 819 6395 510 1278 924 1305 510 2218 1278 1305 5023 511 123 510 1278 4495 1377 5543 7444 6206 3466 3389 5497 7305 809 1350 1912 1728 1453 1741 6956 855 4638 4649 5502 8024 1728 3634 2456 6379 2642 5442 2226 7030 4959 3211 754 4959 5564 4638 6175 2094 511 124 510 5735 6818 3309 3300 2218 6402 5307 1325 8024 6435 3025 2372 4685 1068 4567 1325 510 3466 3389 2845 1440 510 1265 7741 1296 5023 511 125 510 6818 3309 5735 3302 4500 671 763 5790 4289 3341 5353 6237 4568 4307 8024 1377 3025 2372 5790 4665 511 126 510 1377 2128 2961 2157 2247 7373 1398 2218 1278 511 127 510 2642 5442 1377 2990 1184 1114 1906 2682 6206 1486 6418 4638 7309 7579 3926 1296 511 102
339,101 4567 782 8038 5606 1872 4495 2595 5513 2207 4413 5513 4142 2218 1278 1114 1906 102,101 122 510 2990 1184 7564 5276 2899 1384 8024 2400 3025 2372 6716 819 6395 510 1278 924 1305 510 2218 1278 1305 5023 511 123 510 6818 3309 3300 3302 4500 5790 4289 1377 809 6381 2497 5790 1399 1350 4500 3791 4500 7030 8024 3175 912 680 1278 4495 3765 6858 511 124 510 5735 6818 3309 3300 2218 6402 5307 1325 8024 6435 3025 2372 4685 1068 4567 1325 510 3466 3389 2845 1440 510 1265 7741 1296 5023 511 125 510 1377 4507 2157 2247 7373 1398 2218 6402 8024 2400 1114 1906 1962 2682 6206 1486 6418 4638 7309 7579 511 102
340,101 4567 4415 2595 3466 3389 8038 5587 5607 7000 6763 102,101 5491 5489 3833 5299 5302 3466 3389 5543 5125 4802 1765 1353 3216 5491 5489 4567 4415 4307 2578 8024 4500 754 3209 4802 4567 1728 511 102
341,101 4567 782 8038 3801 5593 1146 3789 1216 5543 1121 6842 712 6206 4567 1728 102,101 5439 2399 2595 3801 5593 5848 5367 510 1044 1921 2595 3801 5593 5375 1927 510 2971 1169 3801 5593 4638 4868 5307 5143 5320 4565 4567 510 704 3681 102
342,101 4567 782 8038 2593 2595 1296 5283 2595 5517 4142 1071 800 3466 3389 102,101 2190 754 2593 2595 1296 5283 2595 5517 4142 4638 2642 5442 8024 2553 6206 3198 1377 6822 6121 5517 7262 3466 3389 511 133 106 118 118 138 8898 106 100 140 135 133 12537 8969 134 107 11851 118 10072 131 2544 6763 7414 7946 132 11851 118 9571 131 8110 119 8241 8129 10789 132 9396 8167 118 11851 118 153 9814 8221 131 122 119 8241 8129 10789 132 107 135 133 12537 8969 134 112 9396 8167 118 9691 131 100 132 112 135 122 510 133 120 12537 135 133 120 12537 135 133 106 138 9931 9536 140 118 118 135 122 510 3466 3389 3175 3791 1278 4495 886 102
343,101 4567 782 8038 1036 4997 4294 1355 2595 6117 2207 3352 1121 2208 2595 5166 4620 4685 1068 5790 1501 102,101 3812 2225 3351 510 1765 1853 5101 3351 510 1048 4554 4413 6028 4635 510 1164 1980 3212 1296 2834 510 7028 5299 782 6117 2207 3352 4495 2768 5162 510 5687 3289 3797 2364 510 5384 5101 1385 777 510 4384 2107 5162 100 510 7270 3217 3173 4822 510 4800 1539 1650 1451 510 7440 2364 7450 5162 102
344,101 4567 782 8038 1908 1355 2595 1296 5283 4557 4562 2218 6402 4906 2147 102,101 671 5663 2456 6379 1343 4649 5502 4906 2218 6402 8024 1728 1071 3300 671 2137 4638 837 3381 2595 8024 771 1377 1343 837 3381 4906 1486 6418 511 102
345,101 4567 782 8038 2207 1036 2593 2595 5536 5593 4142 2600 6835 102,101 2207 1036 2593 2595 5536 5593 4142 2642 5442 7444 6206 3800 2692 3189 2382 4495 3833 4638 5052 4415 8024 6444 3146 679 5679 4638 4495 3833 739 2679 8024 2190 754 3121 1587 2642 5442 4568 4307 8024 914 6822 4565 4567 2612 1908 3300 7028 6206 868 4500 511 102
346,101 4567 782 8038 1590 5310 3417 1333 1728 102,101 5310 3417 3327 5826 2697 3381 511 1333 1355 2595 4493 2208 8024 1914 5326 1355 754 6772 698 7028 4638 5511 5310 3417 2772 1071 800 1690 2135 4638 5310 3417 8024 6858 6814 2970 6239 8024 6117 6121 2772 3900 2349 6854 2520 837 3064 5445 3341 8024 1590 6956 4638 2970 6239 2595 837 3381 3221 1728 2372 5826 4588 3890 7353 4708 754 1590 6956 5111 5606 2772 5111 5606 4651 6195 1905 8024 5301 5826 5307 2544 2207 1158 1366 2772 5593 5052 2458 1366 909 1057 5111 5606 3918 6956 5445 2471 6629 4638 511 1590 5310 3417 1962 1355 754 1590 4638 1400 6956 809 1350 1898 2372 510 2147 2372 510 833 1328 5023 1905 8024 2902 4567 4415 1359 1265 671 5663 1377 1146 3863 3883 1798 8024 3971 4550 1798 1469 1872 4495 1798 124 4905 511 113 122 114 3863 3883 1798 8038 5111 5606 678 3300 3900 2349 5301 5528 3863 3883 8024 2501 2768 5310 5688 8024 845 5111 5606 2229 7361 2595 1041 6117 1350 3717 5514 511 113 123 114 3971 4550 1798 8038 5310 3417 5310 5688 1355 4495 2397 6991 102
347,101 4567 782 8038 2108 5688 2595 2797 5564 4649 5790 4289 3780 4545 102,101 122 510 1059 6716 3780 4545 7028 5442 1377 1366 3302 5335 4495 5162 100 510 5335 4495 5162 100 5023 511 123 510 2229 6956 3780 4545 126 110 4209 4193 3779 6763 5601 2382 1377 5815 4007 2692 4545 3126 8039 121 119 11900 110 172 121 119 8137 110 5335 100 7000 745 5601 738 2382 3300 3126 8039 856 3849 2428 4638 6235 6574 1195 5564 1177 8024 1963 124 110 3717 3342 7000 6763 5601 8024 738 3300 671 2137 4638 3126 3362 511 2772 3946 1469 4638 3883 5502 5601 8024 1963 1127 1759 3360 6763 5601 8024 1377 809 6629 1168 3996 3883 1469 924 2844 4638 868 4500 511 102
348,101 4567 782 8038 2552 6117 5052 4565 4567 845 1355 4638 5125 4868 7397 4809 4568 4307 2600 6835 102,101 2552 6117 5052 4565 4567 845 1355 4638 5125 4868 7397 4809 2642 5442 1377 1139 4385 1914 4905 6134 4385 8024 679 1398 4567 2658 4638 2642 5442 6134 4385 738 679 4685 1398 8024 2382 6224 2692 6399 7397 4809 510 100 1965 4307 2578 510 2658 2697 7397 4809 510 4868 5307 6139 2483 5023 511 102
349,101 4567 782 8038 4511 782 2228 7574 1391 784 720 5790 3297 1962 8043 102,101 2228 7574 3221 2900 1762 1296 855 3198 7313 1079 2961 2228 3613 3144 1872 1217 8024 2382 1398 3198 845 3300 5587 4578 510 2228 2593 510 2228 4578 5023 4568 4307 8024 1914 6224 754 5598 5537 510 2228 6887 510 1184 1154 5593 5023 6956 855 4638 4567 1359 511 3780 4545 4511 2595 2228 7574 2382 4500 4638 5790 4289 3300 8038 122 8024 2834 2697 3381 5790 4289 8038 3789 2228 5143 5320 2697 3381 3221 2471 6629 2228 7574 4638 2382 6224 1333 1728 8024 1762 4802 6402 2697 3381 1400 8024 2382 6980 2658 886 4500 2340 3709 3703 3763 3215 510 7350 5811 6205 3360 510 1928 2107 1441 6789 510 1908 3175 4841 5542 4508 1679 1539 5023 2834 5826 5790 4289 6822 6121 3780 4545 511 3780 4545 3198 3800 2692 6905 2542 1278 1671 8024 3633 4802 4500 5790 8024 3300 3198 6820 3418 2945 5301 5826 1824 1075 1469 5790 3130 6407 7741 5310 3362 8024 6848 2885 1394 6844 4638 5790 4289 6822 6121 3780 4545 511 123 8024 2834 4570 2908 5790 4289 8038 1377 1762 1278 4495 2900 2193 678 886 4500 102
350,101 1400 6890 4568 8038 5721 5455 704 3681 102,101 2471 6629 698 7028 5498 5513 2938 839 8024 7410 809 6847 6760 5442 8024 1377 5543 833 4522 3300 4685 1068 1400 6890 4568 511 102
351,101 4567 782 8038 7346 2923 7564 7344 102,101 2141 6121 6369 1153 4495 5509 8024 831 4495 831 5509 8024 1377 1920 1920 7360 856 7346 2923 4638 1355 4567 4372 511 2141 6121 3173 3791 2970 4495 8024 1350 3198 934 6133 6162 839 4638 833 7346 511 772 1400 124 702 3299 1079 6912 1048 7028 860 1213 1227 1220 511 924 2898 1920 912 6858 4517 8024 4916 3353 3780 4545 2714 2595 1495 1644 511 102
352,101 4567 782 8038 1912 7346 3863 3883 2595 7851 4617 7063 1166 6402 3171 102,101 122 510 1912 7346 3969 4551 3315 4567 2382 1355 4495 1762 2399 6768 1967 1957 8024 6574 6772 3382 6763 5445 3187 3971 4550 4638 745 1928 4307 1403 1912 4495 7270 8024 3300 3198 711 2372 5881 4638 5514 1779 8024 1377 680 1071 800 2595 837 3064 2595 4565 4567 4567 1359 2400 2100 511 123 510 1912 7346 5852 1075 679 5679 4649 5502 4567 4131 2408 3793 1469 1359 1265 1914 3416 8024 3188 1377 3300 6235 1265 1872 1331 510 1359 4801 8024 738 1377 1439 5848 5367 8024 3188 1377 3300 5682 5162 3756 4708 8024 738 1377 1439 4129 4635 5682 511 1912 7346 4573 1377 1353 1908 1355 868 511 102
353,101 4567 782 8038 2861 5496 2094 671 5663 7564 1400 102,101 5307 6814 4916 3353 510 1394 4415 4638 3780 4545 8024 671 5663 7564 1400 6772 1962 511 704 5439 2399 510 2593 2595 7028 4568 5592 3811 2642 5442 4638 3780 4545 3126 3362 6820 1469 2399 7977 510 1825 4794 4565 4567 510 6716 860 4307 1105 5023 3300 1068 511 1963 3362 679 2970 1358 1350 3198 510 3633 6226 4638 3780 4545 8024 2642 5442 4638 4495 3833 6574 7030 833 1920 1920 678 7360 8024 4493 5635 6820 833 3300 5499 6887 1353 1908 2697 3381 4638 7599 7372 8024 698 7028 5442 833 1139 4385 5564 3717 510 4510 6237 6574 5150 744 510 7000 704 3681 5023 8024 2190 3322 860 6863 2768 698 7028 4638 2512 1510 511 102
